Appointment_ID,Appointment_Date,Department,Provider,Appointment_Type,Scheduled_Hour,Slot_Duration_Mins,Wait_Time_Mins,Status,Billing_Amount,Claim_Status,Claim_Turnaround_Days
APT0721,2024-01-08,Orthopedics,Dr. Lee,Annual Checkup,13,30,58,Completed,415.04,Paid,10.0
APT0722,2024-10-02,General Practice,Dr. Brown,Annual Checkup,11,30,7,No-Show,0.0,N/A,
APT0723,2024-12-21,Dermatology,Dr. Davis,New Patient,8,45,28,Completed,278.82,Paid,33.0
APT0724,2024-12-22,General Practice,Dr. Brown,New Patient,17,45,31,Cancelled,0.0,N/A,
APT0725,2024-07-17,Cardiology,Dr. Smith,New Patient,12,45,41,Cancelled,0.0,N/A,
APT0726,2024-07-13,Pediatrics,Dr. Wilson,Annual Checkup,16,30,25,Completed,439.26,Paid,23.0
APT0727,2024-04-05,Dermatology,Dr. Davis,Urgent Care,11,45,26,Completed,492.48,Paid,20.0
APT0728,2024-09-28,Cardiology,Dr. Smith,Urgent Care,12,45,36,Cancelled,0.0,N/A,
APT0729,2024-06-26,Orthopedics,Dr. Johnson,Annual Checkup,13,30,34,Cancelled,0.0,N/A,
APT0730,2024-02-01,Dermatology,Dr. Nguyen,New Patient,12,45,14,Completed,760.9,Denied,16.0
APT0731,2024-06-23,Orthopedics,Dr. Johnson,New Patient,14,45,18,No-Show,0.0,N/A,
APT0732,2024-08-01,Dermatology,Dr. Davis,Follow-Up,11,30,19,Completed,398.53,Denied,12.0
APT0733,2024-08-17,Dermatology,Dr. Nguyen,Follow-Up,16,30,11,No-Show,0.0,N/A,
APT0734,2024-03-11,Dermatology,Dr. Davis,Follow-Up,12,30,21,Completed,401.05,Pending,26.0
APT0735,2024-06-11,Dermatology,Dr. Davis,New Patient,9,45,27,Completed,228.89,Pending,9.0
APT0736,2024-07-30,Cardiology,Dr. Patel,Urgent Care,14,45,25,Cancelled,0.0,N/A,
APT0737,2024-04-06,General Practice,Dr. Brown,Follow-Up,9,30,28,No-Show,0.0,N/A,
APT0738,2024-11-06,Dermatology,Dr. Nguyen,Follow-Up,17,30,12,Completed,517.45,Pending,17.0
APT0739,2024-02-10,Cardiology,Dr. Patel,Urgent Care,15,45,41,No-Show,0.0,N/A,
APT0740,2024-07-17,General Practice,Dr. Brown,Follow-Up,15,30,12,Completed,214.65,Pending,19.0
APT0741,2024-01-08,Cardiology,Dr. Patel,Follow-Up,12,30,22,Completed,619.66,Pending,14.0
APT0742,2024-03-31,Orthopedics,Dr. Johnson,Urgent Care,15,45,38,Completed,581.5,Paid,8.0
APT0743,2024-07-26,Orthopedics,Dr. Lee,Urgent Care,8,45,39,Completed,604.14,Paid,18.0
APT0744,2024-09-23,Dermatology,Dr. Davis,Urgent Care,9,45,24,Completed,678.91,Paid,19.0
APT0745,2024-01-21,Orthopedics,Dr. Lee,New Patient,16,45,49,Completed,232.9,Paid,19.0
APT0746,2024-05-26,Pediatrics,Dr. Chen,Urgent Care,15,45,17,No-Show,0.0,N/A,
APT0747,2024-08-25,Cardiology,Dr. Smith,New Patient,15,45,36,Completed,225.84,Paid,21.0
APT0748,2024-07-20,Dermatology,Dr. Davis,Urgent Care,14,45,20,Cancelled,0.0,N/A,
APT0749,2024-08-20,Pediatrics,Dr. Wilson,Annual Checkup,9,30,20,Cancelled,0.0,N/A,
APT0750,2024-02-16,Orthopedics,Dr. Johnson,Annual Checkup,9,30,28,Completed,159.71,Paid,14.0
APT0751,2024-07-12,Dermatology,Dr. Davis,New Patient,16,45,9,Completed,637.78,Denied,28.0
APT0752,2024-03-24,Dermatology,Dr. Davis,New Patient,10,45,10,No-Show,0.0,N/A,
APT0753,2024-08-16,General Practice,Dr. Kim,New Patient,12,45,14,No-Show,0.0,N/A,
APT0754,2024-11-14,Orthopedics,Dr. Johnson,Urgent Care,12,45,28,Completed,448.34,Paid,23.0
APT0755,2024-11-07,Dermatology,Dr. Davis,Follow-Up,15,30,18,No-Show,0.0,N/A,
APT0756,2024-07-28,Pediatrics,Dr. Chen,New Patient,15,45,30,Completed,271.3,Paid,14.0
APT0757,2024-11-17,General Practice,Dr. Kim,New Patient,16,45,22,No-Show,0.0,N/A,
APT0758,2024-01-19,Cardiology,Dr. Patel,Annual Checkup,10,30,27,Completed,331.78,Paid,31.0
APT0759,2024-08-01,Cardiology,Dr. Smith,Annual Checkup,10,30,23,No-Show,0.0,N/A,
APT0760,2024-08-21,Dermatology,Dr. Davis,New Patient,17,45,22,Cancelled,0.0,N/A,
APT0761,2024-07-07,General Practice,Dr. Garcia,Urgent Care,14,45,25,Completed,690.32,Paid,20.0
APT0762,2024-03-09,General Practice,Dr. Garcia,Annual Checkup,9,30,19,Cancelled,0.0,N/A,
APT0763,2024-12-22,Dermatology,Dr. Davis,New Patient,11,45,19,Completed,176.51,Paid,18.0
APT0764,2024-12-18,Cardiology,Dr. Patel,Urgent Care,17,45,34,Cancelled,0.0,N/A,
APT0765,2024-09-26,General Practice,Dr. Garcia,Annual Checkup,17,30,28,Completed,748.97,Paid,31.0
APT0766,2024-09-23,Dermatology,Dr. Nguyen,Follow-Up,15,30,16,Completed,718.56,Pending,10.0
APT0767,2024-01-01,General Practice,Dr. Brown,Urgent Care,9,45,19,Completed,537.82,Paid,33.0
APT0768,2024-07-30,Orthopedics,Dr. Lee,Annual Checkup,8,30,27,Cancelled,0.0,N/A,
APT0769,2024-11-23,Orthopedics,Dr. Johnson,Annual Checkup,11,30,51,Cancelled,0.0,N/A,
APT0770,2024-09-16,General Practice,Dr. Garcia,New Patient,16,45,33,Cancelled,0.0,N/A,
APT0771,2024-07-21,General Practice,Dr. Garcia,New Patient,17,45,16,Completed,682.43,Pending,21.0
APT0772,2024-12-10,General Practice,Dr. Garcia,New Patient,15,45,33,Completed,551.96,Paid,16.0
APT0773,2024-10-01,Orthopedics,Dr. Lee,Urgent Care,13,45,33,Completed,749.45,Paid,15.0
APT0774,2024-10-16,Dermatology,Dr. Nguyen,New Patient,13,45,12,Completed,245.78,Denied,14.0
APT0775,2024-03-17,General Practice,Dr. Brown,Annual Checkup,12,30,10,Completed,788.53,Paid,18.0
APT0776,2024-04-05,Orthopedics,Dr. Lee,Annual Checkup,17,30,27,Completed,593.69,Denied,19.0
APT0777,2024-07-30,Cardiology,Dr. Patel,Follow-Up,9,30,19,Completed,360.11,Denied,20.0
APT0778,2024-03-30,Orthopedics,Dr. Lee,New Patient,9,45,43,Cancelled,0.0,N/A,
APT0779,2024-09-16,Cardiology,Dr. Patel,Follow-Up,8,30,15,Completed,233.15,Paid,20.0
APT0780,2024-06-16,Dermatology,Dr. Nguyen,Follow-Up,10,30,30,Completed,243.63,Paid,11.0
APT0781,2024-09-24,Pediatrics,Dr. Chen,Annual Checkup,9,30,33,Completed,752.64,Paid,21.0
APT0782,2024-08-27,Cardiology,Dr. Patel,Annual Checkup,8,30,28,Completed,115.74,Denied,18.0
APT0783,2024-04-12,Orthopedics,Dr. Lee,Annual Checkup,11,30,41,Cancelled,0.0,N/A,
APT0784,2024-05-19,Pediatrics,Dr. Wilson,Annual Checkup,10,30,21,No-Show,0.0,N/A,
APT0785,2024-04-15,Dermatology,Dr. Davis,Annual Checkup,16,30,24,Cancelled,0.0,N/A,
APT0786,2024-05-05,General Practice,Dr. Kim,Annual Checkup,10,30,13,Completed,529.28,Denied,19.0
APT0787,2024-01-26,Dermatology,Dr. Nguyen,Urgent Care,10,45,9,Completed,732.3,Paid,17.0
APT0788,2024-01-28,Cardiology,Dr. Patel,Urgent Care,9,45,26,Completed,225.29,Paid,14.0
APT0789,2024-11-11,Dermatology,Dr. Nguyen,Annual Checkup,13,30,30,Cancelled,0.0,N/A,
APT0790,2024-08-26,Dermatology,Dr. Davis,New Patient,17,45,29,No-Show,0.0,N/A,
APT0791,2024-08-21,Pediatrics,Dr. Wilson,Urgent Care,12,45,25,Completed,262.19,Pending,11.0
APT0792,2024-07-05,Orthopedics,Dr. Lee,Annual Checkup,14,30,32,No-Show,0.0,N/A,
APT0793,2024-09-06,General Practice,Dr. Garcia,Urgent Care,8,45,30,Completed,179.02,Paid,19.0
APT0794,2024-05-24,Pediatrics,Dr. Wilson,Follow-Up,13,30,39,Completed,455.56,Paid,20.0
APT0795,2024-10-11,Cardiology,Dr. Patel,Urgent Care,9,45,37,Cancelled,0.0,N/A,
APT0796,2024-11-13,Pediatrics,Dr. Wilson,Follow-Up,11,30,18,Completed,781.72,Paid,19.0
APT0797,2024-04-16,Cardiology,Dr. Patel,Urgent Care,17,45,33,Completed,497.05,Denied,22.0
APT0798,2024-03-29,Dermatology,Dr. Davis,Urgent Care,9,45,28,Completed,180.03,Paid,13.0
APT0799,2024-10-11,Pediatrics,Dr. Chen,Follow-Up,9,30,9,Completed,315.63,Paid,7.0
APT0800,2024-12-16,Cardiology,Dr. Smith,Annual Checkup,17,30,40,Completed,446.01,Paid,11.0
APT0801,2024-03-12,Cardiology,Dr. Smith,Follow-Up,17,30,13,Completed,562.62,Paid,20.0
APT0802,2024-07-18,Dermatology,Dr. Nguyen,Urgent Care,17,45,40,Completed,236.97,Denied,18.0
APT0803,2024-12-13,General Practice,Dr. Kim,Annual Checkup,12,30,27,Completed,793.2,Paid,18.0
APT0804,2024-03-06,Cardiology,Dr. Patel,Annual Checkup,12,30,34,Completed,730.75,Paid,24.0
APT0805,2024-02-26,Cardiology,Dr. Patel,Follow-Up,12,30,32,Completed,402.2,Paid,20.0
APT0806,2024-12-30,Pediatrics,Dr. Chen,Urgent Care,14,45,23,Completed,404.63,Pending,14.0
APT0807,2024-03-12,Orthopedics,Dr. Lee,Urgent Care,11,45,45,Completed,690.33,Denied,17.0
APT0808,2024-05-27,Pediatrics,Dr. Wilson,New Patient,10,45,14,No-Show,0.0,N/A,
APT0809,2024-09-06,Cardiology,Dr. Smith,New Patient,14,45,40,No-Show,0.0,N/A,
APT0810,2024-12-22,Pediatrics,Dr. Chen,Follow-Up,17,30,13,Completed,418.08,Paid,18.0
APT0811,2024-07-15,Dermatology,Dr. Nguyen,Follow-Up,13,30,20,No-Show,0.0,N/A,
APT0812,2024-05-01,Cardiology,Dr. Patel,Urgent Care,16,45,46,Cancelled,0.0,N/A,
APT0813,2024-01-18,Dermatology,Dr. Nguyen,Urgent Care,8,45,24,Completed,593.42,Paid,18.0
APT0814,2024-12-19,Dermatology,Dr. Nguyen,Annual Checkup,9,30,27,No-Show,0.0,N/A,
APT0815,2024-05-05,Cardiology,Dr. Smith,Annual Checkup,15,30,49,Completed,529.13,Denied,21.0
APT0816,2024-08-28,Dermatology,Dr. Davis,Urgent Care,15,45,20,Completed,501.78,Denied,10.0
APT0817,2024-05-30,Pediatrics,Dr. Chen,New Patient,12,45,11,No-Show,0.0,N/A,
APT0818,2024-10-15,Dermatology,Dr. Nguyen,Urgent Care,12,45,18,Completed,504.7,Paid,14.0
APT0819,2024-11-15,Cardiology,Dr. Patel,Urgent Care,8,45,33,Cancelled,0.0,N/A,
APT0820,2024-05-22,Dermatology,Dr. Davis,Annual Checkup,12,30,20,No-Show,0.0,N/A,
APT0821,2024-02-27,General Practice,Dr. Brown,Follow-Up,17,30,24,No-Show,0.0,N/A,
APT0822,2024-05-13,General Practice,Dr. Brown,Follow-Up,11,30,19,Completed,659.56,Paid,21.0
APT0823,2024-03-15,General Practice,Dr. Brown,Urgent Care,17,45,21,No-Show,0.0,N/A,
APT0824,2024-05-01,Pediatrics,Dr. Chen,Follow-Up,15,30,4,No-Show,0.0,N/A,
APT0825,2024-11-24,General Practice,Dr. Brown,New Patient,12,45,12,Completed,217.32,Paid,17.0
APT0826,2024-08-31,Pediatrics,Dr. Chen,Urgent Care,16,45,10,No-Show,0.0,N/A,
APT0827,2024-05-14,Pediatrics,Dr. Chen,Urgent Care,10,45,25,Completed,108.3,Paid,27.0
APT0828,2024-09-28,Pediatrics,Dr. Chen,Annual Checkup,8,30,30,Completed,769.33,Paid,17.0
APT0829,2024-06-20,Dermatology,Dr. Nguyen,New Patient,12,45,32,Cancelled,0.0,N/A,
APT0830,2024-08-24,Dermatology,Dr. Nguyen,Follow-Up,11,30,21,Completed,463.97,Pending,16.0
APT0831,2024-01-06,General Practice,Dr. Kim,New Patient,8,45,15,Completed,387.87,Paid,16.0
APT0832,2024-06-28,Cardiology,Dr. Patel,Annual Checkup,11,30,31,Cancelled,0.0,N/A,
APT0833,2024-01-30,Cardiology,Dr. Smith,New Patient,17,45,37,No-Show,0.0,N/A,
APT0834,2024-11-05,Cardiology,Dr. Smith,Follow-Up,10,30,37,Completed,727.2,Pending,18.0
APT0835,2024-08-27,General Practice,Dr. Garcia,Annual Checkup,9,30,23,Completed,638.55,Denied,25.0
APT0836,2024-02-07,General Practice,Dr. Brown,Urgent Care,12,45,28,Completed,372.01,Paid,9.0
APT0837,2024-04-01,General Practice,Dr. Garcia,Urgent Care,15,45,0,Completed,785.6,Pending,24.0
APT0838,2024-04-01,Dermatology,Dr. Nguyen,Follow-Up,15,30,9,Completed,478.44,Paid,17.0
APT0839,2024-08-14,Orthopedics,Dr. Johnson,New Patient,12,45,23,Completed,151.04,Paid,7.0
APT0840,2024-01-10,General Practice,Dr. Garcia,New Patient,15,45,24,No-Show,0.0,N/A,
APT0841,2024-03-18,Pediatrics,Dr. Chen,New Patient,13,45,26,Completed,460.77,Paid,15.0
APT0842,2024-07-25,Pediatrics,Dr. Chen,Follow-Up,9,30,0,Completed,102.32,Paid,15.0
APT0843,2024-06-19,Cardiology,Dr. Patel,New Patient,12,45,39,Completed,542.59,Paid,9.0
APT0844,2024-06-23,General Practice,Dr. Kim,Annual Checkup,9,30,21,Completed,553.45,Pending,18.0
APT0845,2024-07-15,Dermatology,Dr. Davis,Urgent Care,11,45,25,Cancelled,0.0,N/A,
APT0846,2024-02-13,General Practice,Dr. Garcia,Follow-Up,15,30,21,No-Show,0.0,N/A,
APT0847,2024-09-07,Cardiology,Dr. Smith,Annual Checkup,14,30,25,Completed,449.78,Paid,25.0
APT0848,2024-06-22,Cardiology,Dr. Smith,New Patient,8,45,33,Cancelled,0.0,N/A,
APT0849,2024-12-13,Orthopedics,Dr. Lee,Follow-Up,16,30,35,No-Show,0.0,N/A,
APT0850,2024-09-07,Cardiology,Dr. Smith,New Patient,8,45,26,Completed,269.88,Pending,15.0
APT0851,2024-11-19,Cardiology,Dr. Smith,New Patient,8,45,26,Cancelled,0.0,N/A,
APT0852,2024-02-24,Orthopedics,Dr. Johnson,Follow-Up,9,30,33,Completed,144.18,Pending,28.0
APT0853,2024-12-13,Pediatrics,Dr. Chen,New Patient,14,45,9,Cancelled,0.0,N/A,
APT0854,2024-06-13,Dermatology,Dr. Davis,Follow-Up,11,30,7,Completed,334.85,Paid,27.0
APT0855,2024-07-31,General Practice,Dr. Brown,Follow-Up,10,30,18,Cancelled,0.0,N/A,
APT0856,2024-03-09,Dermatology,Dr. Davis,Urgent Care,9,45,15,Completed,644.36,Paid,24.0
APT0857,2024-01-04,Pediatrics,Dr. Wilson,New Patient,8,45,15,No-Show,0.0,N/A,
APT0858,2024-08-01,Dermatology,Dr. Nguyen,Follow-Up,15,30,35,No-Show,0.0,N/A,
APT0859,2024-08-18,General Practice,Dr. Kim,Follow-Up,14,30,25,No-Show,0.0,N/A,
APT0860,2024-09-12,Cardiology,Dr. Smith,Annual Checkup,17,30,30,Completed,343.5,Paid,31.0
APT0861,2024-04-08,Dermatology,Dr. Davis,New Patient,9,45,15,Completed,533.24,Paid,22.0
APT0862,2024-08-25,Dermatology,Dr. Davis,New Patient,11,45,22,Cancelled,0.0,N/A,
APT0863,2024-09-11,Orthopedics,Dr. Lee,New Patient,10,45,48,No-Show,0.0,N/A,
APT0864,2024-04-17,General Practice,Dr. Garcia,Annual Checkup,14,30,32,Cancelled,0.0,N/A,
APT0865,2024-02-23,Pediatrics,Dr. Wilson,Follow-Up,8,30,20,Completed,210.63,Paid,13.0
APT0866,2024-02-06,Pediatrics,Dr. Wilson,Annual Checkup,11,30,24,Completed,393.35,Denied,14.0
APT0867,2024-06-15,Orthopedics,Dr. Johnson,Follow-Up,11,30,55,Completed,616.42,Pending,19.0
APT0868,2024-02-07,Pediatrics,Dr. Wilson,Urgent Care,15,45,17,Completed,138.04,Paid,19.0
APT0869,2024-11-08,Orthopedics,Dr. Johnson,Urgent Care,15,45,22,No-Show,0.0,N/A,
APT0870,2024-11-19,Pediatrics,Dr. Wilson,Follow-Up,13,30,12,Cancelled,0.0,N/A,
APT0871,2024-05-23,Cardiology,Dr. Smith,Urgent Care,10,45,47,Completed,421.01,Pending,14.0
APT0872,2024-05-31,General Practice,Dr. Brown,Follow-Up,17,30,12,No-Show,0.0,N/A,
APT0873,2024-02-14,Dermatology,Dr. Davis,Urgent Care,14,45,24,Completed,703.54,Pending,25.0
APT0874,2024-08-24,Dermatology,Dr. Nguyen,Urgent Care,12,45,26,Completed,615.33,Pending,24.0
APT0875,2024-08-10,Orthopedics,Dr. Lee,Follow-Up,17,30,27,No-Show,0.0,N/A,
APT0876,2024-01-23,Cardiology,Dr. Patel,New Patient,8,45,21,Completed,397.99,Paid,27.0
APT0877,2024-08-19,Pediatrics,Dr. Wilson,New Patient,15,45,17,No-Show,0.0,N/A,
APT0878,2024-04-21,Cardiology,Dr. Patel,Annual Checkup,10,30,32,Cancelled,0.0,N/A,
APT0879,2024-09-02,Cardiology,Dr. Smith,Urgent Care,12,45,48,No-Show,0.0,N/A,
APT0880,2024-08-20,Dermatology,Dr. Davis,Urgent Care,15,45,24,No-Show,0.0,N/A,
APT0881,2024-08-25,General Practice,Dr. Kim,Urgent Care,8,45,24,Completed,725.4,Denied,31.0
APT0882,2024-05-31,Dermatology,Dr. Davis,Follow-Up,14,30,15,Cancelled,0.0,N/A,
APT0883,2024-01-29,Cardiology,Dr. Patel,New Patient,16,45,44,Cancelled,0.0,N/A,
APT0884,2024-11-12,General Practice,Dr. Garcia,Annual Checkup,8,30,20,Cancelled,0.0,N/A,
APT0885,2024-10-14,Dermatology,Dr. Davis,Annual Checkup,11,30,22,No-Show,0.0,N/A,
APT0886,2024-10-24,Cardiology,Dr. Patel,Annual Checkup,11,30,50,No-Show,0.0,N/A,
APT0887,2024-12-14,General Practice,Dr. Kim,New Patient,14,45,24,Cancelled,0.0,N/A,
APT0888,2024-09-05,General Practice,Dr. Garcia,New Patient,16,45,24,Completed,429.11,Paid,24.0
APT0889,2024-08-19,Dermatology,Dr. Nguyen,New Patient,17,45,17,Cancelled,0.0,N/A,
APT0890,2024-02-11,Pediatrics,Dr. Wilson,Annual Checkup,14,30,13,No-Show,0.0,N/A,
APT0891,2024-03-25,Cardiology,Dr. Smith,Follow-Up,12,30,25,Completed,447.43,Pending,6.0
APT0892,2024-05-30,Dermatology,Dr. Davis,Follow-Up,14,30,36,Completed,431.73,Paid,11.0
APT0893,2024-05-29,Pediatrics,Dr. Wilson,New Patient,11,45,18,Completed,710.26,Pending,16.0
APT0894,2024-07-29,Dermatology,Dr. Nguyen,Annual Checkup,17,30,22,Cancelled,0.0,N/A,
APT0895,2024-08-22,Dermatology,Dr. Nguyen,Follow-Up,12,30,27,Completed,728.8,Denied,23.0
APT0896,2024-04-26,Orthopedics,Dr. Lee,Annual Checkup,15,30,29,Cancelled,0.0,N/A,
APT0897,2024-06-29,Cardiology,Dr. Smith,Follow-Up,12,30,33,Completed,533.04,Pending,20.0
APT0898,2024-04-03,Dermatology,Dr. Nguyen,Follow-Up,10,30,18,No-Show,0.0,N/A,
APT0899,2024-10-21,Cardiology,Dr. Patel,Annual Checkup,10,30,51,Completed,358.77,Pending,21.0
APT0900,2024-12-06,Dermatology,Dr. Davis,Follow-Up,13,30,26,Cancelled,0.0,N/A,
APT0901,2024-09-30,Dermatology,Dr. Davis,New Patient,12,45,25,Completed,383.19,Paid,25.0
APT0902,2024-06-12,Orthopedics,Dr. Lee,Annual Checkup,10,30,37,Completed,553.07,Denied,10.0
APT0903,2024-10-20,Pediatrics,Dr. Chen,Urgent Care,10,45,23,Completed,337.08,Paid,14.0
APT0904,2024-03-12,Pediatrics,Dr. Wilson,Annual Checkup,16,30,16,Completed,117.36,Paid,22.0
APT0905,2024-07-01,Orthopedics,Dr. Lee,New Patient,9,45,47,Cancelled,0.0,N/A,
APT0906,2024-05-22,Orthopedics,Dr. Johnson,New Patient,11,45,35,Completed,476.89,Paid,20.0
APT0907,2024-04-09,Cardiology,Dr. Patel,New Patient,15,45,52,Cancelled,0.0,N/A,
APT0908,2024-03-16,General Practice,Dr. Garcia,Urgent Care,14,45,22,Cancelled,0.0,N/A,
APT0909,2024-06-28,General Practice,Dr. Garcia,New Patient,12,45,41,Completed,250.99,Paid,21.0
APT0910,2024-05-27,Pediatrics,Dr. Chen,Urgent Care,10,45,6,Completed,197.7,Paid,23.0
APT0911,2024-03-14,Dermatology,Dr. Davis,Urgent Care,11,45,23,Cancelled,0.0,N/A,
APT0912,2024-02-03,Dermatology,Dr. Nguyen,New Patient,17,45,30,Completed,104.63,Denied,22.0
APT0913,2024-10-11,Pediatrics,Dr. Wilson,Follow-Up,15,30,19,Completed,239.48,Paid,11.0
APT0914,2024-09-08,General Practice,Dr. Kim,Annual Checkup,8,30,18,Cancelled,0.0,N/A,
APT0915,2024-01-14,Pediatrics,Dr. Wilson,Annual Checkup,8,30,13,No-Show,0.0,N/A,
APT0916,2024-11-30,Pediatrics,Dr. Wilson,Follow-Up,12,30,15,Completed,444.32,Pending,22.0
APT0917,2024-05-21,Cardiology,Dr. Smith,Annual Checkup,15,30,52,Completed,506.75,Paid,20.0
APT0918,2024-11-17,Pediatrics,Dr. Chen,Annual Checkup,15,30,10,Completed,458.77,Paid,21.0
APT0919,2024-03-24,Cardiology,Dr. Patel,Follow-Up,17,30,47,Completed,323.78,Pending,14.0
APT0920,2024-01-28,General Practice,Dr. Brown,Urgent Care,12,45,19,Cancelled,0.0,N/A,
APT0921,2024-05-28,General Practice,Dr. Brown,New Patient,12,45,20,Completed,459.71,Pending,13.0
APT0922,2024-10-05,Cardiology,Dr. Smith,Annual Checkup,13,30,41,Cancelled,0.0,N/A,
APT0923,2024-09-30,General Practice,Dr. Brown,Follow-Up,17,30,19,Cancelled,0.0,N/A,
APT0924,2024-07-09,Dermatology,Dr. Nguyen,Annual Checkup,15,30,23,Completed,744.64,Pending,13.0
APT0925,2024-03-20,Cardiology,Dr. Smith,Follow-Up,16,30,31,No-Show,0.0,N/A,
APT0926,2024-08-01,Dermatology,Dr. Davis,New Patient,15,45,26,Completed,673.19,Paid,16.0
APT0927,2024-06-08,Pediatrics,Dr. Chen,Urgent Care,13,45,34,No-Show,0.0,N/A,
APT0928,2024-03-29,Dermatology,Dr. Nguyen,New Patient,12,45,17,Completed,255.65,Pending,19.0
APT0929,2024-03-05,Orthopedics,Dr. Lee,New Patient,11,45,44,No-Show,0.0,N/A,
APT0930,2024-01-10,Cardiology,Dr. Smith,New Patient,15,45,21,Completed,237.45,Paid,7.0
APT0931,2024-08-28,Dermatology,Dr. Davis,New Patient,9,45,8,Cancelled,0.0,N/A,
APT0932,2024-03-04,Cardiology,Dr. Smith,Follow-Up,17,30,48,No-Show,0.0,N/A,
APT0933,2024-02-16,General Practice,Dr. Brown,Annual Checkup,10,30,16,Cancelled,0.0,N/A,
APT0934,2024-09-15,Dermatology,Dr. Davis,New Patient,17,45,40,Completed,673.71,Paid,15.0
APT0935,2024-04-08,Dermatology,Dr. Davis,New Patient,12,45,21,No-Show,0.0,N/A,
APT0936,2024-09-15,Cardiology,Dr. Smith,Follow-Up,15,30,50,Cancelled,0.0,N/A,
APT0937,2024-06-30,Cardiology,Dr. Smith,Follow-Up,14,30,55,Completed,459.98,Paid,30.0
APT0938,2024-03-04,Cardiology,Dr. Patel,Follow-Up,15,30,47,Completed,447.07,Denied,24.0
APT0939,2024-01-21,General Practice,Dr. Kim,Urgent Care,9,45,25,Cancelled,0.0,N/A,
APT0940,2024-11-03,General Practice,Dr. Garcia,Follow-Up,12,30,26,Completed,487.74,Denied,15.0
APT0941,2024-02-05,Pediatrics,Dr. Wilson,Follow-Up,15,30,13,Cancelled,0.0,N/A,
APT0942,2024-07-21,Pediatrics,Dr. Wilson,New Patient,15,45,20,Completed,183.45,Paid,17.0
APT0943,2024-03-27,Pediatrics,Dr. Wilson,Follow-Up,9,30,16,Cancelled,0.0,N/A,
APT0944,2024-03-03,Dermatology,Dr. Nguyen,Urgent Care,11,45,26,Completed,294.96,Paid,24.0
APT0945,2024-11-25,Dermatology,Dr. Nguyen,Urgent Care,14,45,21,Cancelled,0.0,N/A,
APT0946,2024-09-18,Pediatrics,Dr. Chen,Urgent Care,12,45,32,No-Show,0.0,N/A,
APT0947,2024-09-11,General Practice,Dr. Garcia,New Patient,11,45,11,No-Show,0.0,N/A,
APT0948,2024-09-12,Cardiology,Dr. Smith,Urgent Care,8,45,33,No-Show,0.0,N/A,
APT0949,2024-06-04,General Practice,Dr. Brown,New Patient,17,45,14,Completed,632.12,Paid,7.0
APT0950,2024-04-13,Pediatrics,Dr. Chen,Urgent Care,12,45,19,Completed,453.36,Paid,17.0
APT0951,2024-10-06,General Practice,Dr. Kim,Urgent Care,8,45,32,Completed,716.09,Paid,22.0
APT0952,2024-06-10,Pediatrics,Dr. Chen,Urgent Care,14,45,12,Completed,125.19,Pending,29.0
APT0953,2024-12-27,Dermatology,Dr. Nguyen,Urgent Care,10,45,30,Completed,194.14,Paid,21.0
APT0954,2024-10-18,Pediatrics,Dr. Wilson,Urgent Care,15,45,18,Completed,433.14,Pending,12.0
APT0955,2024-07-19,Dermatology,Dr. Davis,Urgent Care,12,45,17,Completed,531.86,Denied,25.0
APT0956,2024-02-01,General Practice,Dr. Garcia,New Patient,8,45,35,Completed,189.74,Denied,27.0
APT0957,2024-10-25,General Practice,Dr. Kim,Urgent Care,8,45,16,Cancelled,0.0,N/A,
APT0958,2024-07-29,General Practice,Dr. Garcia,Follow-Up,13,30,11,Completed,273.33,Denied,19.0
APT0959,2024-12-18,Dermatology,Dr. Davis,New Patient,9,45,6,Cancelled,0.0,N/A,
APT0960,2024-01-20,Cardiology,Dr. Patel,Urgent Care,15,45,38,Completed,286.63,Paid,17.0
APT0961,2024-06-11,Dermatology,Dr. Davis,Urgent Care,14,45,16,Completed,325.69,Paid,8.0
APT0962,2024-12-19,Pediatrics,Dr. Wilson,Urgent Care,11,45,24,Cancelled,0.0,N/A,
APT0963,2024-11-10,General Practice,Dr. Brown,Urgent Care,12,45,16,Cancelled,0.0,N/A,
APT0964,2024-05-27,Cardiology,Dr. Smith,Annual Checkup,12,30,23,Completed,797.36,Paid,5.0
APT0965,2024-10-23,Orthopedics,Dr. Johnson,Annual Checkup,9,30,35,Completed,291.36,Paid,29.0
APT0966,2024-08-06,Dermatology,Dr. Nguyen,New Patient,11,45,33,Cancelled,0.0,N/A,
APT0967,2024-06-02,General Practice,Dr. Kim,Annual Checkup,14,30,16,Completed,240.05,Paid,14.0
APT0968,2024-09-20,General Practice,Dr. Kim,Follow-Up,15,30,24,Completed,716.63,Paid,12.0
APT0969,2024-04-19,Orthopedics,Dr. Lee,Urgent Care,15,45,38,Cancelled,0.0,N/A,
APT0970,2024-07-05,Cardiology,Dr. Smith,Follow-Up,15,30,43,No-Show,0.0,N/A,
APT0971,2024-07-29,General Practice,Dr. Garcia,Follow-Up,13,30,30,Completed,692.18,Denied,17.0
APT0972,2024-03-23,General Practice,Dr. Kim,Follow-Up,12,30,18,Completed,384.11,Paid,13.0
APT0973,2024-01-15,Orthopedics,Dr. Johnson,Urgent Care,11,45,27,Cancelled,0.0,N/A,
APT0974,2024-11-27,Pediatrics,Dr. Chen,Follow-Up,8,30,18,No-Show,0.0,N/A,
